-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2011,28.0,68.125,22.6,35.16,25.78,21.11,18.09,26.31,37.04,40.54,52.86,32.71,29.93,15.13,29.7
RH2M,2011,28.0,68.75,23.3,34.79,23.16,20.93,21.39,29.36,38.87,42.0,59.56,33.48,31.29,16.23,31.12
RH2M,2011,28.0,69.375,24.35,35.28,23.03,21.64,23.78,30.26,39.24,43.46,59.1,33.78,32.3,17.93,31.94
RH2M,2011,28.0,70.0,25.17,35.77,22.63,21.74,24.87,30.23,39.57,45.55,60.86,34.38,34.05,20.49,32.88
RH2M,2011,28.0,70.625,26.09,36.38,22.72,21.58,25.52,30.02,39.67,47.18,60.61,35.37,35.58,23.69,33.64
RH2M,2011,28.5,65.625,31.21,47.2,40.32,30.12,18.78,14.84,22.91,34.76,34.54,22.89,33.81,20.27,29.17
RH2M,2011,28.5,66.25,35.28,54.18,45.82,39.96,22.65,18.93,30.71,44.43,46.26,32.69,40.07,22.42,35.97
RH2M,2011,28.5,66.875,29.2,48.77,42.01,35.26,20.31,21.62,37.17,50.24,50.14,32.45,37.12,19.32,35.18
RH2M,2011,28.5,67.5,21.86,37.49,31.09,23.65,15.57,21.0,35.21,40.85,44.77,26.68,28.52,14.02,28.31
RH2M,2011,28.5,68.125,21.88,35.01,26.33,21.63,17.36,24.15,36.04,38.5,50.03,30.98,28.58,14.19,28.65
RH2M,2011,28.5,68.75,21.19,33.86,22.45,20.45,18.73,26.55,37.82,40.06,55.64,32.09,28.47,14.23,29.22
RH2M,2011,28.5,69.375,22.84,35.51,23.39,21.48,20.23,27.7,40.2,42.04,62.03,31.86,29.62,15.72,30.97
RH2M,2011,28.5,70.0,24.77,37.05,23.77,22.35,21.75,27.9,40.56,43.59,63.91,34.29,31.6,18.28,32.4
RH2M,2011,28.5,70.625,25.9,37.78,23.53,22.31,22.53,27.43,39.28,44.36,61.74,34.76,33.52,21.76,32.83
RH2M,2011,29.0,65.625,33.66,48.83,41.65,30.7,17.79,13.5,19.87,31.28,33.65,22.93,34.58,21.62,29.02
RH2M,2011,29.0,66.25,37.95,54.96,45.74,39.05,21.73,16.84,25.88,37.72,42.47,31.21,40.44,23.46,34.62
RH2M,2011,29.0,66.875,34.7,53.84,44.24,39.03,22.2,20.83,36.14,48.5,48.75,33.24,40.08,21.69,36.8
RH2M,2011,29.0,67.5,23.07,38.94,31.93,25.28,16.38,19.86,35.69,40.53,42.28,23.82,28.54,13.59,28.23
RH2M,2011,29.0,68.125,21.82,35.66,27.7,23.02,18.1,22.71,37.2,38.1,47.48,27.18,27.81,13.45,28.27
RH2M,2011,29.0,68.75,22.39,37.01,25.37,22.38,18.44,25.53,42.61,42.7,59.09,29.39,29.75,14.62,30.68
RH2M,2011,29.0,69.375,23.97,40.04,27.42,24.68,20.25,27.05,44.92,46.35,61.54,31.63,31.65,16.22,32.88
RH2M,2011,29.0,70.0,23.55,37.88,24.43,22.47,19.0,25.68,41.89,44.13,63.47,33.58,30.28,16.34,31.8
RH2M,2011,29.0,70.625,25.34,39.14,24.53,22.9,20.13,25.32,39.23,42.91,64.0,34.67,31.81,19.38,32.35
RH2M,2011,29.5,65.625,35.13,46.99,36.78,30.21,18.63,13.06,17.7,26.63,27.47,23.27,34.88,23.26,27.69
RH2M,2011,29.5,66.25,38.53,52.42,42.02,35.98,20.69,14.63,21.97,32.2,35.77,27.38,38.31,22.66,31.72
RH2M,2011,29.5,66.875,40.46,57.18,45.39,41.64,23.26,18.4,33.66,44.93,45.51,31.0,40.74,22.65,36.91
RH2M,2011,29.5,67.5,26.46,42.72,34.35,28.62,17.77,18.73,36.7,41.47,40.49,22.9,29.76,13.97,29.39
RH2M,2011,29.5,68.125,22.3,37.67,29.65,25.09,18.5,21.38,38.44,39.61,43.48,22.5,27.81,12.97,28.19
RH2M,2011,29.5,68.75,25.01,41.27,29.81,25.24,19.09,24.9,44.47,43.68,51.13,25.86,32.27,15.51,31.42
RH2M,2011,29.5,69.375,25.27,42.88,30.6,27.02,20.7,25.45,45.11,46.77,54.17,27.18,32.61,16.63,32.76
RH2M,2011,29.5,70.0,23.13,38.27,25.19,22.85,17.56,23.92,40.2,44.78,56.77,26.74,30.09,15.47,30.32
RH2M,2011,29.5,70.625,24.55,39.22,24.95,23.37,18.56,23.65,37.11,42.73,58.94,29.86,31.12,17.94,30.9
RH2M,2012,28.0,65.625,42.92,34.84,24.95,32.32,20.82,15.82,24.15,27.84,30.03,18.52,27.63,37.29,28.08
RH2M,2012,28.0,66.25,42.96,34.94,26.0,36.07,23.03,16.29,27.14,35.77,40.14,20.92,28.56,35.79,30.61
RH2M,2012,28.0,66.875,37.3,28.23,22.05,33.51,20.25,16.1,29.24,39.52,46.9,24.33,26.02,31.24,29.55
RH2M,2012,28.0,67.5,27.98,18.93,16.12,25.57,14.74,15.84,27.44,34.24,46.29,29.19,23.81,25.45,25.48
RH2M,2012,28.0,68.125,26.55,16.21,16.04,24.55,16.02,22.19,30.81,33.47,51.42,33.19,28.17,26.25,27.08
RH2M,2012,28.0,68.75,26.02,15.99,16.92,25.33,18.96,26.75,33.37,36.11,55.4,35.4,24.02,25.53,28.33
RH2M,2012,28.0,69.375,26.63,18.05,17.19,25.74,21.2,29.33,34.71,38.39,53.22,34.69,26.26,28.01,29.47
RH2M,2012,28.0,70.0,28.36,19.27,17.37,26.63,22.31,30.7,35.8,41.74,53.06,32.66,26.54,30.73,30.45
RH2M,2012,28.0,70.625,30.06,20.38,17.73,26.83,22.84,31.49,36.31,44.47,52.42,31.62,28.21,33.4,31.34
RH2M,2012,28.5,65.625,40.48,35.87,23.24,31.01,18.32,14.08,19.98,23.99,24.32,16.59,26.11,36.87,25.87
RH2M,2012,28.5,66.25,44.93,41.47,27.88,39.78,23.21,17.04,25.24,33.95,34.87,21.49,31.49,39.87,31.73
RH2M,2012,28.5,66.875,38.33,33.11,23.36,36.37,20.12,16.41,28.34,38.6,43.46,23.0,27.14,34.11,30.17
RH2M,2012,28.5,67.5,27.08,20.75,15.85,26.04,13.71,14.73,26.53,33.99,44.14,27.32,22.86,26.07,24.92
RH2M,2012,28.5,68.125,25.2,16.84,15.48,25.06,15.2,19.64,29.48,33.57,51.04,33.05,29.18,27.69,26.79
RH2M,2012,28.5,68.75,23.47,15.16,14.94,24.9,16.72,23.86,31.51,34.93,51.9,32.68,28.51,25.54,27.02
RH2M,2012,28.5,69.375,24.97,17.64,15.81,25.93,18.55,26.14,33.35,37.78,54.26,38.87,29.35,27.06,29.15
RH2M,2012,28.5,70.0,27.56,20.08,17.09,28.11,20.33,27.85,35.21,40.68,55.58,37.68,27.49,29.66,30.62
RH2M,2012,28.5,70.625,29.8,21.46,17.82,28.23,21.0,28.34,35.28,41.99,53.83,34.76,28.08,32.74,31.13
RH2M,2012,29.0,65.625,41.28,40.42,24.04,32.23,17.59,13.66,17.5,21.14,20.71,16.04,27.33,40.88,26.02
RH2M,2012,29.0,66.25,45.64,46.21,29.83,40.52,22.16,16.63,21.89,28.28,28.5,19.8,32.55,43.85,31.26
RH2M,2012,29.0,66.875,42.49,41.1,28.11,40.71,21.47,17.38,27.73,37.01,39.95,21.88,30.79,40.28,32.36
RH2M,2012,29.0,67.5,27.9,23.09,16.85,27.39,13.38,14.28,26.35,34.87,41.44,23.67,20.21,27.43,24.74
RH2M,2012,29.0,68.125,24.88,18.07,15.71,26.16,14.28,17.5,29.62,35.96,48.02,32.18,27.63,29.58,26.64
RH2M,2012,29.0,68.75,24.88,17.06,15.8,27.57,16.31,22.53,33.48,39.11,51.97,37.21,29.78,26.72,28.55
RH2M,2012,29.0,69.375,26.7,19.39,16.79,28.88,17.48,24.57,36.39,44.17,57.12,40.48,31.57,29.13,31.07
RH2M,2012,29.0,70.0,26.8,19.93,16.57,29.32,17.91,24.3,35.3,40.68,56.57,39.76,27.73,28.84,30.32
RH2M,2012,29.0,70.625,29.75,22.33,17.82,30.16,19.25,25.41,34.63,40.2,56.9,38.93,27.18,31.14,31.15
RH2M,2012,29.5,65.625,40.38,38.28,25.35,32.08,17.67,13.78,15.57,18.54,17.54,15.71,27.98,41.3,25.31
RH2M,2012,29.5,66.25,43.78,44.82,30.14,38.08,20.66,15.64,18.71,23.37,23.52,17.41,30.31,44.0,29.14
RH2M,2012,29.5,66.875,45.71,46.5,32.95,42.29,22.35,17.1,25.51,33.66,35.17,20.22,32.15,45.19,33.18
RH2M,2012,29.5,67.5,30.41,27.05,19.53,29.84,14.08,14.16,26.35,35.95,40.05,20.16,20.68,29.7,25.65
RH2M,2012,29.5,68.125,26.03,20.48,16.81,27.42,13.67,15.89,29.52,38.0,45.23,27.82,21.93,26.35,25.77
RH2M,2012,29.5,68.75,27.82,21.0,18.61,31.18,16.45,19.78,33.4,40.49,49.94,32.25,23.41,29.68,28.68
RH2M,2012,29.5,69.375,28.17,21.65,18.55,32.14,16.82,20.87,35.36,43.71,54.59,34.47,23.93,30.27,30.06
RH2M,2012,29.5,70.0,26.82,20.38,16.99,31.26,16.48,19.83,33.24,38.17,52.59,31.32,22.53,28.8,28.21
RH2M,2012,29.5,70.625,29.72,23.05,18.32,31.83,18.15,21.32,32.77,37.97,53.33,32.78,24.93,30.3,29.54
RH2M,2013,28.0,65.625,33.62,49.31,39.48,33.92,16.5,30.23,32.35,44.87,22.54,19.61,33.77,29.02,31.98
RH2M,2013,28.0,66.25,31.05,51.94,42.89,39.81,17.19,33.62,39.24,52.69,27.34,22.83,34.2,27.32,34.88
RH2M,2013,28.0,66.875,27.07,48.46,40.54,35.53,15.0,34.58,41.52,55.21,29.92,24.37,30.56,23.49,33.75
RH2M,2013,28.0,67.5,21.44,40.71,30.78,26.55,11.12,30.81,34.55,46.21,27.08,20.11,25.27,19.22,27.72
RH2M,2013,28.0,68.125,22.05,40.98,27.69,26.42,12.08,32.47,34.04,43.41,29.11,20.71,25.42,20.07,27.76
RH2M,2013,28.0,68.75,23.63,43.24,29.25,28.08,15.7,33.96,35.81,42.99,31.29,23.15,26.2,20.52,29.37
RH2M,2013,28.0,69.375,25.2,43.57,30.41,28.8,17.91,34.29,36.95,44.01,33.31,25.62,27.07,21.66,30.63
RH2M,2013,28.0,70.0,27.24,44.23,31.74,29.9,19.75,35.06,38.89,44.54,35.54,27.94,27.8,23.09,32.04
RH2M,2013,28.0,70.625,29.25,44.56,31.52,30.22,21.17,35.94,39.79,45.74,38.04,30.04,28.22,24.73,33.18
RH2M,2013,28.5,65.625,32.08,49.53,39.8,32.28,14.97,25.13,26.41,38.02,18.01,16.32,31.96,27.2,29.17
RH2M,2013,28.5,66.25,34.21,55.24,45.11,43.42,19.01,30.38,35.56,48.23,22.75,20.98,37.81,29.42,35.03
RH2M,2013,28.5,66.875,28.68,50.52,41.99,39.66,16.19,32.09,40.15,52.98,25.54,21.96,32.64,24.37,33.78
RH2M,2013,28.5,67.5,21.09,41.33,32.75,27.79,10.88,27.59,33.25,45.25,24.68,17.71,24.43,18.5,27.0
RH2M,2013,28.5,68.125,21.84,41.33,30.17,26.89,11.56,29.06,32.33,44.35,28.91,19.61,24.72,19.31,27.39
RH2M,2013,28.5,68.75,21.33,41.42,29.65,27.39,13.09,30.91,34.15,43.38,29.22,21.5,24.48,18.0,27.76
RH2M,2013,28.5,69.375,22.9,45.23,33.38,28.97,14.76,31.8,36.05,47.16,31.42,23.85,25.67,19.23,29.92
RH2M,2013,28.5,70.0,25.08,47.92,37.03,31.15,17.0,32.77,37.88,44.92,33.37,26.24,27.87,21.66,31.78
RH2M,2013,28.5,70.625,27.94,48.45,36.69,31.84,18.91,33.52,38.11,43.71,35.2,28.17,28.79,23.63,32.79
RH2M,2013,29.0,65.625,33.91,51.71,42.02,34.59,14.8,21.83,22.81,33.65,15.53,14.96,33.41,29.08,28.87
RH2M,2013,29.0,66.25,36.95,56.23,45.98,43.98,20.19,25.8,29.49,40.62,18.0,18.17,39.14,31.13,33.65
RH2M,2013,29.0,66.875,33.54,54.48,45.16,45.3,20.23,30.65,38.32,48.68,21.79,20.5,37.0,27.79,35.15
RH2M,2013,29.0,67.5,22.36,42.16,34.35,30.67,11.51,26.57,33.62,43.84,21.39,16.39,24.81,18.64,27.08
RH2M,2013,29.0,68.125,22.7,41.73,32.66,28.49,11.98,27.34,32.78,44.4,27.61,19.05,24.54,19.12,27.59
RH2M,2013,29.0,68.75,23.01,44.74,33.67,30.29,13.9,31.34,37.73,49.91,28.87,22.23,26.17,19.34,29.99
RH2M,2013,29.0,69.375,24.59,47.51,37.64,30.9,14.47,32.46,39.39,53.55,32.84,24.89,27.49,20.12,32.04
RH2M,2013,29.0,70.0,23.75,49.09,38.51,31.19,15.14,31.44,38.15,45.36,31.44,25.34,27.14,20.09,31.25
RH2M,2013,29.0,70.625,26.24,52.46,40.83,31.83,16.76,31.69,36.96,42.21,32.39,27.18,28.94,22.77,32.37
RH2M,2013,29.5,65.625,34.68,48.2,37.47,33.42,16.9,19.86,20.18,28.77,13.87,14.62,34.27,29.74,27.52
RH2M,2013,29.5,66.25,37.02,53.14,43.24,40.48,20.24,22.15,24.37,33.69,15.15,15.94,36.93,30.01,30.87
RH2M,2013,29.5,66.875,37.84,56.65,47.09,46.8,23.4,27.73,34.03,42.93,18.6,19.29,38.58,30.06,35.1
RH2M,2013,29.5,67.5,24.88,44.73,37.57,33.82,13.25,25.96,34.06,43.17,19.2,16.17,26.09,19.57,28.09
RH2M,2013,29.5,68.125,22.86,42.46,34.79,30.09,12.42,26.77,34.04,44.44,23.3,18.3,24.5,18.71,27.62
RH2M,2013,29.5,68.75,26.19,46.95,37.38,32.95,16.94,31.96,39.15,48.55,26.51,23.28,28.57,21.8,31.58
RH2M,2013,29.5,69.375,26.26,48.17,39.51,33.22,15.93,31.24,39.9,49.81,27.63,25.14,28.84,21.44,32.15
RH2M,2013,29.5,70.0,23.89,48.91,36.2,30.84,15.5,30.63,37.67,42.3,27.41,25.45,27.07,19.82,30.34
RH2M,2013,29.5,70.625,25.77,52.51,38.96,30.93,16.3,30.07,35.81,39.7,29.2,27.02,28.61,22.14,31.26
RH2M,2014,28.0,65.625,38.24,45.35,44.66,28.19,24.83,17.28,27.35,29.74,22.62,22.36,29.84,26.8,29.7
RH2M,2014,28.0,66.25,37.4,46.04,49.43,31.26,27.43,17.0,31.03,35.5,27.23,23.83,30.51,25.81,31.81
RH2M,2014,28.0,66.875,32.86,42.93,45.64,27.07,25.78,15.99,33.35,37.3,31.71,22.92,27.44,22.43,30.4
RH2M,2014,28.0,67.5,25.74,31.98,32.28,20.22,20.76,16.32,31.34,32.69,28.96,19.45,21.44,17.93,24.9
RH2M,2014,28.0,68.125,24.68,27.0,27.37,19.96,21.17,22.33,34.23,33.62,32.07,21.5,20.36,18.58,25.24
RH2M,2014,28.0,68.75,25.31,25.63,26.01,21.5,24.54,27.43,36.66,35.38,34.0,24.21,20.87,20.13,26.82
RH2M,2014,28.0,69.375,26.57,26.9,26.88,22.08,25.99,29.28,37.84,36.47,34.91,25.29,21.39,21.98,27.99
RH2M,2014,28.0,70.0,27.97,27.65,26.87,22.86,27.16,30.13,38.49,37.47,36.0,25.71,21.82,23.24,28.8
RH2M,2014,28.0,70.625,29.59,27.84,26.64,22.98,27.9,31.05,39.32,39.25,38.03,26.52,22.56,23.8,29.65
RH2M,2014,28.5,65.625,36.18,44.12,42.81,28.21,22.39,14.95,22.95,25.55,17.8,19.84,27.23,25.14,27.18
RH2M,2014,28.5,66.25,40.34,47.97,51.12,36.55,28.08,16.52,28.73,33.2,23.4,24.2,32.38,27.68,32.45
RH2M,2014,28.5,66.875,34.35,43.28,45.9,31.02,26.15,15.28,32.77,36.54,29.12,22.78,28.21,23.01,30.65
RH2M,2014,28.5,67.5,25.05,31.05,31.81,20.84,20.21,15.76,30.34,31.29,26.75,18.37,20.54,17.04,24.06
RH2M,2014,28.5,68.125,23.74,26.66,27.29,19.88,20.97,21.61,32.73,32.06,29.74,20.43,19.78,17.49,24.36
RH2M,2014,28.5,68.75,23.29,24.14,25.33,20.52,23.28,25.64,34.73,33.55,31.67,22.27,19.66,17.41,25.14
RH2M,2014,28.5,69.375,24.93,26.37,27.09,22.33,25.41,27.47,36.09,35.22,33.13,24.21,20.85,19.77,26.92
RH2M,2014,28.5,70.0,27.07,28.52,28.61,25.06,27.75,28.43,36.39,35.72,34.21,26.2,22.38,22.94,28.62
RH2M,2014,28.5,70.625,29.03,29.07,28.48,24.87,28.08,28.82,36.6,36.27,35.15,26.83,23.09,24.53,29.25
RH2M,2014,29.0,65.625,38.15,45.25,43.54,29.67,21.56,13.53,20.38,22.67,15.36,19.57,27.42,26.41,26.87
RH2M,2014,29.0,66.25,41.28,48.9,50.67,38.12,26.82,15.19,24.74,27.89,19.3,23.8,32.37,28.63,31.39
RH2M,2014,29.0,66.875,38.74,45.42,47.97,36.84,28.46,15.45,32.22,35.21,26.81,24.38,30.88,25.92,32.3
RH2M,2014,29.0,67.5,25.61,29.52,30.97,21.92,20.78,15.2,30.26,31.51,25.52,17.82,20.6,17.1,23.89
RH2M,2014,29.0,68.125,23.58,26.47,27.27,20.13,21.31,20.21,31.89,31.98,28.46,19.53,19.73,17.08,23.97
RH2M,2014,29.0,68.75,24.64,25.86,27.67,22.22,24.77,25.31,36.16,35.74,31.72,22.0,21.13,17.81,26.27
RH2M,2014,29.0,69.375,26.69,28.99,29.91,23.6,26.77,27.77,38.4,38.51,33.89,24.95,22.87,19.82,28.53
RH2M,2014,29.0,70.0,25.77,28.4,29.25,25.43,28.0,27.21,35.74,35.34,32.38,25.93,22.21,20.67,28.04
RH2M,2014,29.0,70.625,28.15,29.93,30.38,26.79,28.73,26.96,34.87,34.42,32.79,27.88,23.76,23.99,29.06
RH2M,2014,29.5,65.625,39.12,41.26,39.74,28.84,21.84,12.9,17.77,18.94,13.93,19.06,27.09,26.57,25.51
RH2M,2014,29.5,66.25,39.41,45.3,45.8,35.3,24.83,13.69,20.74,22.65,16.54,21.66,29.79,26.91,28.47
RH2M,2014,29.5,66.875,40.87,46.75,48.18,38.79,29.3,14.7,28.9,31.06,23.44,24.13,31.37,27.4,32.01
RH2M,2014,29.5,67.5,26.9,29.98,31.27,23.85,22.48,14.31,29.97,31.66,24.59,17.89,21.59,18.04,24.37
RH2M,2014,29.5,68.125,23.62,26.13,27.33,21.13,21.97,18.11,31.31,32.65,27.18,18.77,19.86,16.87,23.75
RH2M,2014,29.5,68.75,26.87,28.73,30.66,24.78,26.85,23.17,35.8,36.29,30.68,22.69,23.17,19.21,27.42
RH2M,2014,29.5,69.375,27.48,30.27,31.31,24.98,28.2,24.13,36.42,37.04,32.2,24.36,23.94,19.68,28.34
RH2M,2014,29.5,70.0,25.51,28.43,29.86,25.14,28.05,23.88,34.31,33.41,30.6,25.48,22.55,19.16,27.21
RH2M,2014,29.5,70.625,27.06,29.75,31.64,26.99,28.57,24.81,33.85,32.76,30.98,28.76,23.85,22.52,28.47
RH2M,2015,28.0,65.625,36.86,40.33,39.12,22.32,17.12,25.98,31.05,24.24,17.27,24.0,33.31,31.67,28.55
RH2M,2015,28.0,66.25,36.01,42.97,44.15,25.13,18.74,31.21,38.07,28.45,21.68,26.68,34.45,29.61,31.37
RH2M,2015,28.0,66.875,31.93,38.63,42.38,26.15,17.99,32.71,42.1,35.42,24.78,26.82,30.33,24.49,31.11
RH2M,2015,28.0,67.5,27.03,31.75,35.44,24.74,14.81,29.03,38.49,36.4,23.57,22.29,23.34,19.41,27.18
RH2M,2015,28.0,68.125,29.65,31.95,35.53,27.39,16.06,29.78,39.42,38.38,27.92,23.41,23.58,20.35,28.61
RH2M,2015,28.0,68.75,31.5,32.64,37.64,29.0,18.51,31.31,42.69,40.93,31.09,26.62,25.54,21.44,30.74
RH2M,2015,28.0,69.375,33.29,32.74,36.7,29.97,20.2,31.04,44.36,43.56,33.58,28.74,27.55,22.8,32.05
RH2M,2015,28.0,70.0,35.27,33.05,36.82,29.14,21.02,31.51,46.52,47.16,37.07,31.17,29.48,23.84,33.53
RH2M,2015,28.0,70.625,36.73,33.16,36.43,28.38,21.81,32.6,48.34,50.72,40.28,33.49,31.58,24.97,34.91
RH2M,2015,28.5,65.625,34.6,37.49,37.32,20.37,15.46,22.34,26.6,20.18,15.02,21.59,31.51,29.85,25.97
RH2M,2015,28.5,66.25,38.04,45.46,46.81,26.73,19.87,29.77,36.88,25.33,20.64,26.84,36.99,32.01,32.04
RH2M,2015,28.5,66.875,32.43,40.53,45.11,27.14,18.76,31.91,42.3,33.34,23.35,26.15,31.66,26.03,31.52
RH2M,2015,28.5,67.5,25.67,31.31,36.37,23.89,14.16,27.24,36.94,34.26,21.1,20.8,22.53,19.13,26.1
RH2M,2015,28.5,68.125,28.22,31.74,36.81,26.31,14.68,27.56,37.68,36.47,25.52,22.54,22.74,20.09,27.52
RH2M,2015,28.5,68.75,28.67,31.2,37.24,26.61,16.2,28.38,39.72,38.4,28.5,24.0,23.69,20.03,28.55
RH2M,2015,28.5,69.375,31.42,32.72,38.82,30.52,18.07,29.15,42.85,43.76,30.86,25.88,25.81,21.82,30.98
RH2M,2015,28.5,70.0,35.11,34.43,40.94,32.35,19.85,29.66,44.38,46.05,33.68,28.66,28.39,23.74,33.12
RH2M,2015,28.5,70.625,37.52,35.19,40.77,31.55,20.73,30.54,45.53,47.3,36.35,31.12,30.29,24.81,34.32
RH2M,2015,29.0,65.625,36.13,37.68,38.89,20.83,15.25,20.15,24.34,17.87,13.39,20.76,33.01,32.19,25.82
RH2M,2015,29.0,66.25,39.65,44.57,47.8,26.6,19.46,25.78,32.32,21.16,17.02,24.86,38.19,34.32,30.91
RH2M,2015,29.0,66.875,36.51,44.64,50.14,29.57,20.56,31.52,42.35,30.84,20.91,26.1,35.18,30.08,33.15
RH2M,2015,29.0,67.5,25.47,31.82,37.67,23.6,14.43,26.48,36.97,32.88,19.07,19.76,22.68,19.54,25.85
RH2M,2015,29.0,68.125,26.61,31.54,37.94,25.54,14.41,26.19,37.28,35.53,23.14,21.31,22.07,19.94,26.78
RH2M,2015,29.0,68.75,28.5,33.82,42.89,27.31,16.41,28.79,42.81,39.98,27.92,23.96,24.96,21.5,29.9
RH2M,2015,29.0,69.375,31.96,36.61,44.27,30.98,17.9,30.24,45.72,45.71,30.55,25.85,27.58,23.28,32.55
RH2M,2015,29.0,70.0,33.21,35.59,43.06,32.5,18.35,29.03,44.63,45.55,30.84,25.99,27.63,22.94,32.44
RH2M,2015,29.0,70.625,37.12,37.29,45.38,33.56,19.39,30.19,44.71,45.33,33.79,28.62,29.55,24.67,34.13
RH2M,2015,29.5,65.625,37.19,37.53,37.97,22.16,15.43,17.86,22.23,15.78,11.92,19.9,33.69,33.37,25.36
RH2M,2015,29.5,66.25,38.71,41.86,45.36,25.89,17.98,21.44,27.76,17.96,13.54,21.86,36.6,33.88,28.51
RH2M,2015,29.5,66.875,39.5,46.85,52.26,31.48,20.6,28.86,39.77,27.51,17.0,24.56,37.06,33.53,33.19
RH2M,2015,29.5,67.5,26.52,33.83,40.68,24.66,15.3,26.45,37.82,31.83,16.99,19.52,23.92,20.88,26.51
RH2M,2015,29.5,68.125,25.52,32.62,39.34,24.42,14.61,25.5,37.55,34.1,20.46,20.06,21.63,19.36,26.25
RH2M,2015,29.5,68.75,29.11,36.97,47.62,28.61,17.57,29.61,43.12,38.67,25.97,24.6,26.83,23.09,30.97
RH2M,2015,29.5,69.375,30.7,38.2,46.71,29.03,17.62,29.98,43.72,39.76,27.6,26.24,28.3,23.92,31.8
RH2M,2015,29.5,70.0,31.47,36.62,44.21,29.69,17.13,29.14,43.25,40.21,27.31,25.52,27.62,22.09,31.17
RH2M,2015,29.5,70.625,35.42,38.33,46.3,32.15,18.31,30.15,43.8,42.72,30.77,27.33,29.04,23.99,33.18
RH2M,2016,28.0,65.625,31.61,19.1,45.06,24.91,17.44,21.1,34.58,25.59,30.19,16.71,22.35,30.09,26.62
RH2M,2016,28.0,66.25,32.16,19.06,49.04,27.62,18.93,25.93,40.32,36.48,36.5,17.98,21.08,29.86,29.66
RH2M,2016,28.0,66.875,29.22,16.43,43.31,26.4,18.37,26.0,42.56,43.01,37.85,16.75,18.21,26.71,28.82
RH2M,2016,28.0,67.5,24.98,13.25,31.3,21.22,15.58,22.06,36.43,40.08,32.36,13.06,15.09,21.52,23.98
RH2M,2016,28.0,68.125,27.53,14.6,29.61,20.46,18.66,24.71,36.53,43.31,35.23,13.79,15.69,21.75,25.23
RH2M,2016,28.0,68.75,29.08,15.62,30.75,21.26,22.28,27.56,37.57,43.94,37.6,17.19,16.38,22.53,26.89
RH2M,2016,28.0,69.375,30.14,17.22,31.05,22.05,23.58,29.85,38.71,47.57,40.04,20.38,17.86,23.66,28.58
RH2M,2016,28.0,70.0,31.07,19.17,32.08,22.3,24.52,30.62,39.7,46.99,39.84,23.89,19.36,24.4,29.57
RH2M,2016,28.0,70.625,31.98,21.06,32.45,22.31,25.39,30.96,40.76,46.98,39.6,26.56,20.81,25.03,30.4
RH2M,2016,28.5,65.625,30.15,18.07,43.69,23.3,16.01,18.03,28.92,22.49,24.84,16.0,21.1,28.56,24.32
RH2M,2016,28.5,66.25,34.47,21.02,51.69,30.41,19.82,24.71,37.25,35.41,32.14,19.35,23.45,31.73,30.2
RH2M,2016,28.5,66.875,29.79,17.49,45.42,28.51,18.32,25.32,42.11,43.45,35.22,17.21,19.65,26.98,29.21
RH2M,2016,28.5,67.5,23.36,12.79,31.49,21.16,14.04,20.47,35.44,38.2,30.28,12.34,14.77,20.55,22.98
RH2M,2016,28.5,68.125,25.54,14.14,30.28,20.59,16.28,22.6,34.57,39.55,32.46,13.03,15.34,21.26,23.87
RH2M,2016,28.5,68.75,25.75,13.78,31.13,20.24,18.84,24.95,35.86,40.1,34.48,13.87,14.89,20.61,24.61
RH2M,2016,28.5,69.375,27.54,15.48,33.75,21.67,20.47,27.23,37.66,46.7,37.05,16.74,16.41,22.29,26.99
RH2M,2016,28.5,70.0,29.8,18.3,36.51,23.06,22.07,28.27,38.54,46.19,36.85,20.38,18.38,24.03,28.61
RH2M,2016,28.5,70.625,31.29,20.49,35.89,23.06,22.8,28.58,38.74,44.87,36.37,23.34,19.88,24.78,29.25
RH2M,2016,29.0,65.625,31.99,19.66,45.83,23.92,16.2,16.03,25.51,20.38,21.64,17.48,22.61,29.33,24.27
RH2M,2016,29.0,66.25,35.99,22.58,51.97,30.47,19.71,21.48,31.3,30.67,25.45,20.57,25.56,32.46,29.09
RH2M,2016,29.0,66.875,33.78,20.7,49.86,31.62,20.16,25.28,41.44,43.97,32.22,19.86,23.31,29.65,31.08
RH2M,2016,29.0,67.5,23.58,13.17,32.23,21.59,14.03,19.72,36.78,39.03,29.31,12.67,15.15,20.57,23.23
RH2M,2016,29.0,68.125,24.59,13.7,30.69,20.96,15.32,21.42,35.21,39.01,30.92,12.86,15.31,20.84,23.47
RH2M,2016,29.0,68.75,26.56,14.33,33.93,22.43,17.7,25.06,40.57,43.94,35.36,13.49,15.82,21.8,25.99
RH2M,2016,29.0,69.375,28.96,15.75,37.17,23.69,18.59,27.28,42.85,47.88,36.93,15.31,17.21,23.63,28.02
RH2M,2016,29.0,70.0,28.27,16.65,39.32,23.39,19.03,26.82,39.47,45.26,34.71,16.91,17.09,22.98,27.57
